,Order Date,Year,Quarter,Ship Date,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
6316,24-11-2014,2014,4,29-11-2014,Standard Class,Corporate,Jackson,Michigan,Central,Office Supplies,Paper,144.12,3,0,69.1776
1010,24-11-2014,2014,4,26-11-2014,First Class,Consumer,San Diego,California,West,Furniture,Furnishings,151.72,4,0,27.3096
6317,24-11-2014,2014,4,29-11-2014,Standard Class,Corporate,Jackson,Michigan,Central,Office Supplies,Paper,15.96,2,0,7.98
9921,24-11-2014,2014,4,30-11-2014,Standard Class,Home Office,Akron,Ohio,East,Office Supplies,Binders,5.742,3,0.7,-4.5936
7142,24-11-2014,2014,4,29-11-2014,Standard Class,Home Office,Virginia Beach,Virginia,South,Furniture,Furnishings,111.15,5,0,48.906
1187,24-11-2014,2014,4,30-11-2014,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Storage,197.58,2,0,53.3466
1185,24-11-2014,2014,4,30-11-2014,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Storage,485.88,6,0,9.7176
1184,24-11-2014,2014,4,30-11-2014,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,12.096,7,0.2,4.2336
5016,24-11-2014,2014,4,29-11-2014,Standard Class,Consumer,Toledo,Ohio,East,Technology,Phones,1502.376,4,0.4,-250.396
6314,24-11-2014,2014,4,29-11-2014,Standard Class,Corporate,Jackson,Michigan,Central,Office Supplies,Art,151.92,4,0,45.576
5015,24-11-2014,2014,4,29-11-2014,Standard Class,Consumer,Toledo,Ohio,East,Furniture,Furnishings,35.168,7,0.2,9.6712
6361,25-11-2014,2014,4,30-11-2014,Standard Class,Consumer,Springfield,Oregon,West,Office Supplies,Art,51.016,7,0.2,8.2901
2612,25-11-2014,2014,4,30-11-2014,Standard Class,Corporate,Arlington,Texas,Central,Furniture,Furnishings,6.096,3,0.6,-3.9624
2608,25-11-2014,2014,4,30-11-2014,Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Labels,2.52,1,0.2,0.882
1984,25-11-2014,2014,4,27-11-2014,Second Class,Corporate,Brentwood,California,West,Furniture,Furnishings,23.88,3,0,10.5072
1985,25-11-2014,2014,4,27-11-2014,Second Class,Corporate,Brentwood,California,West,Office Supplies,Paper,26.76,4,0,12.3096
2609,25-11-2014,2014,4,30-11-2014,Standard Class,Corporate,Arlington,Texas,Central,Furniture,Tables,1218.735,5,0.3,-121.8735
2610,25-11-2014,2014,4,30-11-2014,Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Labels,5.904,2,0.2,1.9926
2611,25-11-2014,2014,4,30-11-2014,Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Paper,15.696,3,0.2,5.1012
7622,25-11-2014,2014,4,29-11-2014,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Art,7.44,3,0,2.604
7620,25-11-2014,2014,4,29-11-2014,Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,539.92,5,0.2,47.243
4726,25-11-2014,2014,4,29-11-2014,Second Class,Home Office,New York City,New York,East,Office Supplies,Storage,1117.92,4,0,55.896
4727,25-11-2014,2014,4,29-11-2014,Second Class,Home Office,New York City,New York,East,Furniture,Bookcases,275.952,3,0.2,-37.9434
2607,25-11-2014,2014,4,30-11-2014,Standard Class,Corporate,Arlington,Texas,Central,Technology,Accessories,24.672,3,0.2,0
1983,25-11-2014,2014,4,27-11-2014,Second Class,Corporate,Brentwood,California,West,Office Supplies,Appliances,320.88,6,0,93.0552
7621,25-11-2014,2014,4,29-11-2014,Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,725.344,4,0.2,54.4008
3989,25-11-2014,2014,4,27-11-2014,Second Class,Consumer,Woonsocket,Rhode Island,East,Furniture,Furnishings,52.96,2,0,20.1248
5819,26-11-2014,2014,4,26-11-2014,Same Day,Consumer,Utica,New York,East,Office Supplies,Labels,11.52,4,0,5.6448
5228,26-11-2014,2014,4,01-12-2014,Standard Class,Home Office,San Francisco,California,West,Office Supplies,Paper,81.98,2,0,40.1702
1636,26-11-2014,2014,4,02-12-2014,Standard Class,Consumer,Tigard,Oregon,West,Office Supplies,Storage,669.08,5,0.2,-167.27
1635,26-11-2014,2014,4,02-12-2014,Standard Class,Consumer,Tigard,Oregon,West,Office Supplies,Paper,15.552,3,0.2,5.4432
8598,26-11-2014,2014,4,01-12-2014,Standard Class,Corporate,Fresno,California,West,Office Supplies,Binders,4.32,3,0.2,1.512
8599,26-11-2014,2014,4,01-12-2014,Standard Class,Corporate,Fresno,California,West,Office Supplies,Paper,14.94,3,0,7.0218
8600,26-11-2014,2014,4,01-12-2014,Standard Class,Corporate,Fresno,California,West,Office Supplies,Appliances,40.54,2,0,11.3512
8601,26-11-2014,2014,4,01-12-2014,Standard Class,Corporate,Fresno,California,West,Office Supplies,Binders,7.312,1,0.2,2.5592
1637,26-11-2014,2014,4,02-12-2014,Standard Class,Consumer,Tigard,Oregon,West,Technology,Phones,438.336,4,0.2,-87.6672
78,26-11-2014,2014,4,01-12-2014,Second Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,19.3,5,0.6,-14.475
5815,26-11-2014,2014,4,26-11-2014,Same Day,Consumer,Utica,New York,East,Technology,Phones,279.96,4,0,78.3888
5818,26-11-2014,2014,4,26-11-2014,Same Day,Consumer,Utica,New York,East,Office Supplies,Labels,93.15,9,0,44.712
5817,26-11-2014,2014,4,26-11-2014,Same Day,Consumer,Utica,New York,East,Office Supplies,Binders,17.088,4,0.2,5.7672
5816,26-11-2014,2014,4,26-11-2014,Same Day,Consumer,Utica,New York,East,Office Supplies,Binders,12.912,3,0.2,4.6806
9427,27-11-2014,2014,4,01-12-2014,Standard Class,Corporate,Buffalo,New York,East,Furniture,Furnishings,199.9,5,0,39.98
1485,27-11-2014,2014,4,03-12-2014,Standard Class,Consumer,New York City,New York,East,Office Supplies,Fasteners,3.76,2,0,1.316
8572,28-11-2014,2014,4,02-12-2014,Standard Class,Consumer,Houston,Texas,Central,Technology,Machines,998.85,5,0.4,-199.77
5548,28-11-2014,2014,4,01-12-2014,First Class,Consumer,San Francisco,California,West,Office Supplies,Appliances,43.68,3,0,11.7936
5195,28-11-2014,2014,4,01-12-2014,Second Class,Corporate,Columbia,South Carolina,South,Office Supplies,Binders,45.66,3,0,22.3734
5549,28-11-2014,2014,4,01-12-2014,First Class,Consumer,San Francisco,California,West,Technology,Accessories,139.93,7,0,34.9825
5194,28-11-2014,2014,4,01-12-2014,Second Class,Corporate,Columbia,South Carolina,South,Office Supplies,Art,13.12,4,0,4.3296
5492,28-11-2014,2014,4,28-11-2014,Same Day,Home Office,San Francisco,California,West,Office Supplies,Supplies,7.36,2,0,0.1472
3951,28-11-2014,2014,4,30-11-2014,Second Class,Consumer,Freeport,New York,East,Office Supplies,Binders,17.248,2,0.2,6.0368
5493,28-11-2014,2014,4,28-11-2014,Same Day,Home Office,San Francisco,California,West,Office Supplies,Labels,41.4,4,0,19.872
9676,28-11-2014,2014,4,03-12-2014,Standard Class,Corporate,Richmond,Indiana,Central,Office Supplies,Envelopes,64.02,6,0,29.4492
2197,28-11-2014,2014,4,04-12-2014,Standard Class,Consumer,Montgomery,Alabama,South,Office Supplies,Art,14.67,3,0,3.9609
5494,28-11-2014,2014,4,28-11-2014,Same Day,Home Office,San Francisco,California,West,Furniture,Bookcases,411.332,4,0.15,-4.8392
5192,28-11-2014,2014,4,01-12-2014,Second Class,Corporate,Columbia,South Carolina,South,Furniture,Furnishings,397.6,5,0,43.736
5193,28-11-2014,2014,4,01-12-2014,Second Class,Corporate,Columbia,South Carolina,South,Office Supplies,Paper,85.96,7,0,40.4012
4415,29-11-2014,2014,4,06-12-2014,Standard Class,Consumer,San Francisco,California,West,Technology,Phones,575.92,2,0.2,71.99
4416,29-11-2014,2014,4,06-12-2014,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Fasteners,30.4,5,0,15.2
1489,29-11-2014,2014,4,06-12-2014,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,5.04,2,0.2,1.764
7785,29-11-2014,2014,4,06-12-2014,Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,25.06,2,0,11.7782
1642,29-11-2014,2014,4,04-12-2014,Standard Class,Corporate,Skokie,Illinois,Central,Office Supplies,Fasteners,12.624,2,0.2,3.945
7615,30-11-2014,2014,4,04-12-2014,Standard Class,Corporate,Orlando,Florida,South,Office Supplies,Binders,6.642,9,0.7,-4.428
9195,30-11-2014,2014,4,06-12-2014,Standard Class,Consumer,Avondale,Arizona,West,Technology,Accessories,102.24,4,0.2,-16.614
9194,30-11-2014,2014,4,06-12-2014,Standard Class,Consumer,Avondale,Arizona,West,Office Supplies,Supplies,47.992,7,0.2,3.5994
4215,30-11-2014,2014,4,04-12-2014,Standard Class,Consumer,Mount Vernon,New York,East,Office Supplies,Envelopes,62.28,4,0,29.2716
4494,01-12-2014,2014,4,03-12-2014,Second Class,Consumer,Columbus,Ohio,East,Furniture,Chairs,909.72,6,0.3,-51.984
4493,01-12-2014,2014,4,03-12-2014,Second Class,Consumer,Columbus,Ohio,East,Office Supplies,Paper,36.288,7,0.2,12.7008
8004,01-12-2014,2014,4,03-12-2014,First Class,Consumer,Lowell,Massachusetts,East,Furniture,Furnishings,45.84,3,0,15.5856
1792,01-12-2014,2014,4,03-12-2014,First Class,Consumer,Madison,Wisconsin,Central,Office Supplies,Art,46.64,4,0,12.5928
4491,01-12-2014,2014,4,03-12-2014,Second Class,Consumer,Columbus,Ohio,East,Technology,Copiers,659.988,2,0.4,109.998
4904,01-12-2014,2014,4,03-12-2014,Second Class,Corporate,Houston,Texas,Central,Furniture,Chairs,674.058,3,0.3,-19.2588
3198,01-12-2014,2014,4,07-12-2014,Standard Class,Consumer,Jacksonville,North Carolina,South,Technology,Phones,95.968,4,0.2,9.5968
2075,01-12-2014,2014,4,05-12-2014,Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,58.2,3,0,28.518
8005,01-12-2014,2014,4,03-12-2014,First Class,Consumer,Lowell,Massachusetts,East,Furniture,Furnishings,9.82,2,0,3.2406
1791,01-12-2014,2014,4,03-12-2014,First Class,Consumer,Madison,Wisconsin,Central,Furniture,Chairs,2807.84,8,0,673.8816
4492,01-12-2014,2014,4,03-12-2014,Second Class,Consumer,Columbus,Ohio,East,Furniture,Furnishings,8.128,2,0.2,1.4224
8003,01-12-2014,2014,4,03-12-2014,First Class,Consumer,Lowell,Massachusetts,East,Technology,Phones,271.9,2,0,78.851
6600,02-12-2014,2014,4,07-12-2014,Standard Class,Corporate,Clinton,Maryland,East,Office Supplies,Paper,146.82,3,0,73.41
708,02-12-2014,2014,4,04-12-2014,First Class,Consumer,New York City,New York,East,Furniture,Bookcases,883.92,5,0.2,-110.49
707,02-12-2014,2014,4,04-12-2014,First Class,Consumer,New York City,New York,East,Technology,Accessories,119.96,4,0,52.7824
709,02-12-2014,2014,4,04-12-2014,First Class,Consumer,New York City,New York,East,Office Supplies,Binders,46.72,8,0.2,15.768
9002,02-12-2014,2014,4,09-12-2014,Standard Class,Corporate,Sandy Springs,Georgia,South,Office Supplies,Paper,15.24,3,0,7.1628
6601,02-12-2014,2014,4,07-12-2014,Standard Class,Corporate,Clinton,Maryland,East,Furniture,Chairs,239.84,8,0,64.7568
6251,02-12-2014,2014,4,04-12-2014,First Class,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,2.394,1,0.8,-6.3441
2787,02-12-2014,2014,4,06-12-2014,Standard Class,Corporate,Corpus Christi,Texas,Central,Furniture,Furnishings,58.36,5,0.6,-24.803
9001,02-12-2014,2014,4,09-12-2014,Standard Class,Corporate,Sandy Springs,Georgia,South,Technology,Accessories,5.95,1,0,0.833
4875,02-12-2014,2014,4,07-12-2014,Standard Class,Corporate,Columbus,Ohio,East,Technology,Accessories,119.8,5,0.2,29.95
6599,02-12-2014,2014,4,07-12-2014,Standard Class,Corporate,Clinton,Maryland,East,Furniture,Furnishings,60.72,3,0,23.6808
6602,02-12-2014,2014,4,07-12-2014,Standard Class,Corporate,Clinton,Maryland,East,Office Supplies,Labels,15.66,6,0,7.2036
2789,02-12-2014,2014,4,06-12-2014,Standard Class,Corporate,Corpus Christi,Texas,Central,Furniture,Furnishings,39.96,5,0.6,-23.976
2788,02-12-2014,2014,4,06-12-2014,Standard Class,Corporate,Corpus Christi,Texas,Central,Office Supplies,Art,16.464,7,0.2,1.4406
1982,03-12-2014,2014,4,09-12-2014,Standard Class,Consumer,Oklahoma City,Oklahoma,Central,Technology,Phones,479.96,4,0,134.3888
2622,03-12-2014,2014,4,06-12-2014,Second Class,Corporate,Saint Louis,Missouri,Central,Office Supplies,Paper,25.92,4,0,12.4416
2715,04-12-2014,2014,4,08-12-2014,Standard Class,Corporate,New York City,New York,East,Technology,Phones,129.98,2,0,62.3904
7570,05-12-2014,2014,4,10-12-2014,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Fasteners,15,3,0,7.2
5575,05-12-2014,2014,4,09-12-2014,Standard Class,Corporate,Columbus,Ohio,East,Technology,Phones,179.94,2,0.4,-44.985
7714,05-12-2014,2014,4,07-12-2014,First Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,250.26,6,0,72.5754
7568,05-12-2014,2014,4,10-12-2014,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Art,26.46,9,0,11.907
7569,05-12-2014,2014,4,10-12-2014,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,49.12,4,0,23.0864
68,05-12-2014,2014,4,10-12-2014,Standard Class,Corporate,Gilbert,Arizona,West,Technology,Phones,167.968,4,0.2,62.988
67,05-12-2014,2014,4,10-12-2014,Standard Class,Corporate,Gilbert,Arizona,West,Office Supplies,Art,1113.024,8,0.2,111.3024
180,05-12-2014,2014,4,09-12-2014,Second Class,Corporate,Decatur,Illinois,Central,Office Supplies,Storage,24.816,2,0.2,1.8612
5377,05-12-2014,2014,4,07-12-2014,First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,348.488,7,0.2,117.6147
5378,05-12-2014,2014,4,07-12-2014,First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,172.736,4,0.2,-30.2288
5572,05-12-2014,2014,4,09-12-2014,Standard Class,Corporate,Columbus,Ohio,East,Office Supplies,Binders,29.94,4,0.7,-23.952
920,05-12-2014,2014,4,12-12-2014,Standard Class,Consumer,Alexandria,Virginia,South,Office Supplies,Storage,24.56,2,0,6.8768
5574,05-12-2014,2014,4,09-12-2014,Standard Class,Corporate,Columbus,Ohio,East,Technology,Phones,36.738,1,0.4,-9.1845
5571,05-12-2014,2014,4,09-12-2014,Standard Class,Corporate,Columbus,Ohio,East,Office Supplies,Paper,98.376,3,0.2,35.6613
5573,05-12-2014,2014,4,09-12-2014,Standard Class,Corporate,Columbus,Ohio,East,Office Supplies,Paper,17.472,3,0.2,5.6784
181,05-12-2014,2014,4,09-12-2014,Second Class,Corporate,Decatur,Illinois,Central,Technology,Accessories,408.744,7,0.2,76.6395
7760,06-12-2014,2014,4,11-12-2014,Standard Class,Consumer,Memphis,Tennessee,South,Office Supplies,Paper,42.208,2,0.2,13.7176
5098,06-12-2014,2014,4,10-12-2014,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,35.168,2,0.2,-8.3524
2719,06-12-2014,2014,4,08-12-2014,Second Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,23.976,3,0.6,-14.3856
7065,06-12-2014,2014,4,08-12-2014,First Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,1261.33,7,0,327.9458
2983,06-12-2014,2014,4,11-12-2014,Second Class,Consumer,Springfield,Oregon,West,Office Supplies,Storage,53.424,3,0.2,4.6746
2984,06-12-2014,2014,4,11-12-2014,Second Class,Consumer,Springfield,Oregon,West,Furniture,Tables,275.49,1,0.5,-170.8038
5096,06-12-2014,2014,4,10-12-2014,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,10.776,3,0.6,-4.8492
5094,06-12-2014,2014,4,10-12-2014,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,214.95,5,0.5,-120.372
5093,06-12-2014,2014,4,10-12-2014,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,14.016,4,0.8,-31.536
5097,06-12-2014,2014,4,10-12-2014,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,4.6,2,0.8,-8.05
5095,06-12-2014,2014,4,10-12-2014,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Phones,35.04,4,0.2,-7.008
8090,07-12-2014,2014,4,13-12-2014,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Storage,269.36,7,0,70.0336
7236,07-12-2014,2014,4,10-12-2014,First Class,Consumer,Los Angeles,California,West,Office Supplies,Art,8.64,3,0,2.4192
8944,07-12-2014,2014,4,08-12-2014,First Class,Home Office,San Francisco,California,West,Office Supplies,Paper,164.88,3,0,80.7912
5278,07-12-2014,2014,4,13-12-2014,Standard Class,Consumer,Virginia Beach,Virginia,South,Office Supplies,Paper,105.52,4,0,48.5392
3714,08-12-2014,2014,4,10-12-2014,Second Class,Consumer,Olympia,Washington,West,Office Supplies,Paper,45.68,2,0,21.0128
3665,08-12-2014,2014,4,13-12-2014,Standard Class,Consumer,Salem,Oregon,West,Office Supplies,Binders,6.456,4,0.7,-4.5192
3671,08-12-2014,2014,4,13-12-2014,Standard Class,Consumer,Salem,Oregon,West,Office Supplies,Storage,39.072,3,0.2,2.9304
3666,08-12-2014,2014,4,13-12-2014,Standard Class,Consumer,Salem,Oregon,West,Technology,Phones,52.68,3,0.2,19.755
3667,08-12-2014,2014,4,13-12-2014,Standard Class,Consumer,Salem,Oregon,West,Office Supplies,Supplies,13.88,5,0.2,-2.6025
3668,08-12-2014,2014,4,13-12-2014,Standard Class,Consumer,Salem,Oregon,West,Technology,Accessories,103.92,10,0.2,-18.186
3664,08-12-2014,2014,4,13-12-2014,Standard Class,Consumer,Salem,Oregon,West,Office Supplies,Labels,27.888,7,0.2,9.0636
9212,08-12-2014,2014,4,15-12-2014,Standard Class,Corporate,San Francisco,California,West,Furniture,Furnishings,39.88,2,0,11.1664
3670,08-12-2014,2014,4,13-12-2014,Standard Class,Consumer,Salem,Oregon,West,Office Supplies,Paper,10.368,2,0.2,3.6288
3669,08-12-2014,2014,4,13-12-2014,Standard Class,Consumer,Salem,Oregon,West,Office Supplies,Labels,11.52,5,0.2,3.744
3715,08-12-2014,2014,4,10-12-2014,Second Class,Consumer,Olympia,Washington,West,Furniture,Chairs,603.92,5,0.2,45.294
9213,08-12-2014,2014,4,15-12-2014,Standard Class,Corporate,San Francisco,California,West,Furniture,Furnishings,79.44,3,0,28.5984
1793,08-12-2014,2014,4,13-12-2014,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Storage,60.416,2,0.2,6.0416
4564,09-12-2014,2014,4,14-12-2014,Standard Class,Corporate,Mesa,Arizona,West,Office Supplies,Storage,100.704,6,0.2,-1.2588
8122,09-12-2014,2014,4,15-12-2014,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,30.672,3,0.2,9.585
8123,09-12-2014,2014,4,15-12-2014,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Copiers,1079.976,4,0.4,125.9972
7443,09-12-2014,2014,4,11-12-2014,First Class,Corporate,Brownsville,Texas,Central,Office Supplies,Storage,237.096,3,0.2,20.7459
7851,09-12-2014,2014,4,15-12-2014,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Paper,8.448,2,0.2,2.9568
7852,09-12-2014,2014,4,15-12-2014,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Appliances,20.388,2,0.8,-53.0088
7442,09-12-2014,2014,4,11-12-2014,First Class,Corporate,Brownsville,Texas,Central,Office Supplies,Paper,10.688,2,0.2,3.7408
888,09-12-2014,2014,4,16-12-2014,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Paper,34.68,6,0,16.9932
5998,10-12-2014,2014,4,14-12-2014,Standard Class,Corporate,Caldwell,Idaho,West,Furniture,Chairs,338.352,3,0.2,4.2294
5999,10-12-2014,2014,4,14-12-2014,Standard Class,Corporate,Caldwell,Idaho,West,Office Supplies,Paper,25.92,4,0,12.4416
872,10-12-2014,2014,4,15-12-2014,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,11.36,2,0,5.2256
873,10-12-2014,2014,4,15-12-2014,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,106.344,7,0.2,37.2204
6000,10-12-2014,2014,4,14-12-2014,Standard Class,Corporate,Caldwell,Idaho,West,Office Supplies,Paper,91.36,4,0,42.0256
5485,12-12-2014,2014,4,17-12-2014,Standard Class,Consumer,Miami,Florida,South,Office Supplies,Envelopes,23.472,3,0.2,7.6284
3141,12-12-2014,2014,4,12-12-2014,Same Day,Corporate,San Antonio,Texas,Central,Office Supplies,Binders,210.392,2,0.8,-336.6272
1245,12-12-2014,2014,4,14-12-2014,Second Class,Consumer,Fresno,California,West,Furniture,Tables,764.688,6,0.2,95.586
4854,12-12-2014,2014,4,15-12-2014,Second Class,Consumer,Oakland,California,West,Office Supplies,Storage,8.94,3,0,0.6258
1246,12-12-2014,2014,4,14-12-2014,Second Class,Consumer,Fresno,California,West,Furniture,Tables,3610.848,12,0.2,135.4068
1247,12-12-2014,2014,4,14-12-2014,Second Class,Consumer,Fresno,California,West,Furniture,Bookcases,254.9745,3,0.15,11.9988
2148,12-12-2014,2014,4,17-12-2014,Standard Class,Consumer,Concord,California,West,Furniture,Furnishings,43.31,1,0,4.331
4853,12-12-2014,2014,4,15-12-2014,Second Class,Consumer,Oakland,California,West,Furniture,Furnishings,12.54,3,0,4.5144
